organoid_id,Preneurogenic_OV,RPC,RPC_Proliferating1,RPC_Proliferating2,Retina
BMP:SU5402:CHIR.C1.PLATE3,0.07920792079207921,0.8267326732673267,0.054455445544554455,0.012376237623762377,0.027227722772277228
BMP:SU5402:CHIR.C10.PLATE3,0.08121827411167512,0.6954314720812182,0.05583756345177665,0.08121827411167512,0.08629441624365482
BMP:SU5402:CHIR.C11.PLATE3,0.03257328990228013,0.7931596091205212,0.035830618892508145,0.05211726384364821,0.08631921824104234
BMP:SU5402:CHIR.C2.PLATE3,0.09368635437881874,0.7107942973523421,0.14052953156822812,0.04276985743380855,0.012219959266802444
BMP:SU5402:CHIR.C3.PLATE3,0.026905829596412557,0.8139013452914798,0.04932735426008968,0.042600896860986545,0.06726457399103139
BMP:SU5402:CHIR.C4.PLATE3,0.040268456375838924,0.674496644295302,0.1040268456375839,0.09395973154362416,0.087248322147651
BMP:SU5402:CHIR.C5.PLATE3,0.05179517363154797,0.735138316656857,0.07004120070629782,0.04649793996468511,0.09652736904061213
BMP:SU5402:CHIR.C6.PLATE3,0.0584958217270195,0.7270194986072424,0.09749303621169916,0.04178272980501393,0.07520891364902507
BMP:SU5402:CHIR.C7.PLATE3,0.10891089108910891,0.7458745874587459,0.1254125412541254,0.013201320132013201,0.006600660066006601
BMP:SU5402:CHIR.C8.PLATE3,0.055865921787709494,0.7262569832402235,0.061452513966480445,0.03910614525139665,0.11731843575418995
BMP:SU5402:CHIR.C9.PLATE3,0.06813186813186813,0.6703296703296703,0.09230769230769231,0.06373626373626373,0.1054945054945055
BMP:SU5402:CHIR.D1.PLATE3,0.04325032765399738,0.7378768020969856,0.08256880733944955,0.045871559633027525,0.09043250327653997
BMP:SU5402:CHIR.D10.PLATE3,0.054989816700611,0.7556008146639511,0.07942973523421588,0.04684317718940937,0.06313645621181263
BMP:SU5402:CHIR.D11.PLATE3,0.0787065283709579,0.6723611958511287,0.11958511287370348,0.04514948139109213,0.08419768151311775
BMP:SU5402:CHIR.D12.PLATE3,0.03205128205128205,0.7884615384615384,0.046153846153846156,0.057692307692307696,0.07564102564102564
BMP:SU5402:CHIR.D2.PLATE3,0.05156723963599596,0.6521739130434783,0.12032355915065723,0.10313447927199192,0.07280080889787664
BMP:SU5402:CHIR.D3.PLATE3,0.06870229007633588,0.5687022900763359,0.2480916030534351,0.04580152671755725,0.06870229007633588
BMP:SU5402:CHIR.D4.PLATE3,0.03910614525139665,0.7560521415270018,0.05772811918063315,0.07262569832402235,0.074487895716946
BMP:SU5402:CHIR.D5.PLATE3,0.03712871287128713,0.75,0.05198019801980198,0.04455445544554455,0.11633663366336634
BMP:SU5402:CHIR.D6.PLATE3,0.04716981132075472,0.7405660377358491,0.1320754716981132,0.06132075471698113,0.018867924528301886
BMP:SU5402:CHIR.D7.PLATE3,0.07993730407523511,0.6394984326018809,0.09247648902821316,0.06739811912225706,0.1206896551724138
